"video_id","author_unique_id","author_nickname","signature","is_brand_representative","brand_name","brand_confidence","analysis_details"
"7508443318682979627","creative__lettering","Heather Larsen","Creator: Heather Larsen","False","","0.95","The username ""creative__lettering"" suggests a personal creative pursuit, the display name is an individual's name, and the bio ""Creator: Heather Larsen"" explicitly states she is the individual creator, not representing an external company or brand. No indicators of company affiliation were found."
"7494123859281677614","boughtwithaprice_","boughtwithaprice","Creator: boughtwithaprice","False","","0.85","The username, display name, and bio all identify ""boughtwithaprice"" as the creator themselves, not a separate brand they are representing or promoting. The bio explicitly states ""Creator: boughtwithaprice,"" reinforcing that this is their personal creator handle. No company emails, business-related keywords (beyond 'Creator' describing their role), product promotion language, or brand partnership mentions are present."
"7491499048868891934","abritcreative","☆ ᴀʙʀɪᴛᴄʀᴇᴀᴛɪᴠᴇ ✐ᝰ","Creator: ☆ ᴀʙʀɪᴛᴄʀᴇᴀᴛɪᴠᴇ ✐ᝰ","False","","0.9","The username, display name, and bio consistently refer to ""abritcreative"" as the creator's own identity. There are no indicators such as company emails, external brand names, product promotion language, or brand partnership mentions to suggest they represent a specific brand or company other than themselves as a creator."
"7509180403685543210","memoriesbymeyers","Jenna Meyers","Creator: Jenna Meyers","True","memoriesbymeyers","0.75","The username ""memoriesbymeyers"" strongly suggests a personal brand or small business, commonly used for creative or service-based ventures (e.g., photography, event planning). The creator's display name, Jenna Meyers, aligns with the ""Meyers"" part of the username, indicating it's likely her own branded service. While not explicitly stated as a business account, the naming convention points to representation of this personal brand."
"7503632861392604458","susanna_suz","Susanna🥀♥️","Creator: Susanna🥀♥️","False","","0.9","The profile information (username, display name, and bio ""Creator: Susanna🥀♥️"") provides no indicators of brand representation. It appears to be a personal content creator account with no business-related keywords, company emails, product promotion, or brand affiliations."
"7493616557780634926","whistbaby",".°˖☆ᴡʙ☆˖°. ⁷","Creator: .°˖☆ᴡʙ☆˖°. ⁷","False","","0.9","The profile only contains a generic ""Creator"" label and a stylized personal handle (`.°˖☆ᴡʙ☆˖°. ⁷`) in both the display name and bio. There are no indicators such as company emails, brand names, product promotion language, or business-related keywords to suggest representation of a specific brand or company."
"7462514348804590890","autumnraineclark","Autumn Clark","Creator: Autumn Clark","False","","1.0","The username, display name, and bio all indicate a personal account for an individual content creator named Autumn Clark, with no indicators of brand representation, company affiliations, or promotional content."
"7464997726779133230","anywho.kim","Kim","Creator: Kim","False","","0.9","The provided bio ""Creator: Kim"" is a generic self-description and does not indicate any affiliation with a specific brand or company. No other brand-related indicators are present in the given profile information."
"7465818501475863850","jennxmae","Jenn | WFH Business Analyst","Creator: Jenn | WFH Business Analyst","False","","0.8","The profile describes a personal profession (""WFH Business Analyst"") rather than naming or promoting a specific company, product, or service. No specific brand name, official account, or promotion language is present."
"7454369304151067934","sadie_mae246","Sadie_Mae❤️","Creator: Sadie_Mae❤️","False","","0.9","The bio ""Creator: Sadie_Mae❤️"" is self-referential and indicates a personal account. There are no company emails, business keywords, product promotion language, or brand partnership mentions in the provided profile information."
"7482035500325506350","william_yael0","shyejheu","Creator: shyejheu","False","","0.9","The profile displays a personal-looking username and display name. The bio ""Creator: shyejheu"" explicitly identifies ""shyejheu"" as the creator, indicating an individual rather than a brand or company. No brand-related keywords, emails, or promotional language are present."
"7484071728558181678","chloeshopzzz","Chloe🐆🖤","Creator: Chloe🐆🖤","True","Chloe Shopzzz","0.85","The username ""chloeshopzzz"" strongly suggests a commercial or retail purpose, indicating the creator likely represents a personal brand or small business focused on selling or promoting products. The ""shopzzz"" suffix is a key indicator of commercial intent."
"7291694672638987562","nathanespinoza","Nathan Espinoza","Creator: Nathan Espinoza","False","","0.9","The bio ""Creator: Nathan Espinoza"" indicates a personal content creator account. There are no business-related keywords, company emails, brand names, or promotional language to suggest representation of a specific brand or company."
"7487804027581877546","wendiplus12","Wendiplus12","Creator: Wendiplus12","False","","0.9","The username, display name, and bio all identify the creator as ""Wendiplus12,"" suggesting a personal account or personal brand. There are no indicators such as company emails, brand names, product promotions, or partnership mentions to suggest representation of an external brand."
"7435351139622587681","semplicemente.alicez","ALICE🍙| studytok","Creator: ALICE🍙| studytok","False","","0.0","Analysis failed"
"7061946440691502363","dailydivv","Divv","Creator: Divv","False","","0.9","The username ""dailydivv"" and display name ""Divv"" suggest a personal name or nickname. The bio ""Creator: Divv"" explicitly identifies the account as an individual content creator, not a brand. No company emails, brand keywords, or promotional language are present in the provided profile information."
"7024250386114514182","gcse_revision__","GCSE_revision__","Creator: GCSE_revision__","False","","0.9","The username and display name are generic and refer to a common educational topic (GCSE revision), not a specific brand or company. The bio is self-referential (""Creator: GCSE_revision__"") and lacks any indicators of brand representation such as company emails, official brand names, product promotion, or partnership mentions. It appears to be an independent content creator."
"7372356694258568490","neville.medhora","Neville Medhora","Creator: Neville Medhora","False","","0.9","The username, display name, and bio clearly identify the account as belonging to an individual named Neville Medhora who is a creator. There is no mention of an external company, product, or specific brand being represented or promoted."
"7300215365374676230","jreynelmashup","John Reynel Eraga","Creator: John Reynel Eraga","False","","0.95","The username, display name, and bio all indicate a personal content creator named John Reynel Eraga. There are no keywords, emails, product mentions, or other indicators suggesting affiliation with or representation of a specific brand or company."
"7292039959521840390","blogbymegs","Megs","Creator: Megs","False","","0.9","The username ""blogbymegs"" and bio ""Creator: Megs"" indicate a personal content creator. There are no keywords, emails, or phrases suggesting representation of a specific brand or company."
"7372656593919429930","christy.xoxoxo","Christy","Creator: Christy","False","","0.9","The provided information (username, display name, and bio ""Creator: Christy"") offers no specific brand name, company email, business-related keywords, product promotion language, or any other indicators to suggest representation of a specific brand or company. The bio simply identifies them as an individual creator."
"7326566423671868718","_my.digital.diary_","vicky <3","Creator: vicky <3","False","","0.9","The username `_my.digital.diary_` and bio ""Creator: vicky <3"" strongly suggest a personal content creator or influencer documenting their own life/thoughts, rather than representing a specific brand or company. No brand-related keywords, company emails, or product promotion language were found."
"7364405309105884459","graysonbradleyy","graysonbradley","Creator: graysonbradley","False","","0.9","The bio ""Creator: graysonbradley"" along with the personal-sounding username and display name suggests a personal content creator account. There are no indicators such as company emails, business keywords, product promotion language, or brand partnership mentions to suggest they represent a specific brand."
"7488501284459400491","ashleyjazmine","ashleyjazmine","Creator: ashleyjazmine","False","","0.95","The username, display name, and bio (Creator: ashleyjazmine) all appear to be personal and self-referential. There are no indicators of brand representation such as company emails, business keywords, product promotion language, or mentions of partnerships."
"7465765966568312106","corcorandesigns","Corcoran Designs","Creator: Corcoran Designs","True","Corcoran Designs","0.95","The username, display name, and bio all consistently identify ""Corcoran Designs"" as the creator, following a common naming convention for a design business or brand. This indicates the account represents the brand itself."
"7377593865630387473","academic_smarters","Academic_Smarters","Creator: Academic_Smarters","True","Academic_Smarters","0.85","The consistent use of ""Academic_Smarters"" as the username, display name, and in the bio strongly suggests that this account represents the brand ""Academic_Smarters"" itself, likely an educational service or product. The name is structured as a specific entity rather than a personal profile."
"7486166585179114798","valstechtalk","Val 👩🏻‍💻","Creator: Val 👩🏻‍💻","False","","0.9","The bio explicitly states ""Creator: Val,"" indicating an individual content creator rather than a brand representative. The username `valstechtalk` describes the content focus (tech discussions by Val) but does not point to a specific company or brand. There are no other indicators like company emails, official brand names, or product promotion language."
"7452553461696154923","mariebriii","Marie","Creator: Marie","False","","0.9","The bio ""Creator: Marie"" is generic and does not contain any company names, brand keywords, promotional language, or contact information suggesting brand representation. It appears to be a personal content creator account."
"7251707949331090714","happydownloads","HappyDownloads","Creator: HappyDownloads","True","HappyDownloads","0.9","The username, display name, and bio consistently identify ""HappyDownloads"" as the creator/entity, strongly indicating that the account itself represents this specific brand or service."
"7518790759013764408","caramel.studyy","Caramel study","Creator: Caramel study","False","","0.8","The bio states ""Creator: Caramel study"", indicating that ""Caramel study"" is the creator's personal brand or identifier, not an external company or product they are representing. There are no other indicators of an external brand affiliation."
"7366218689311624494","andrew.from.turbo","Andrew From Turbolearn","Creator: Andrew From Turbolearn","True","Turbolearn","0.95","The creator's username, display name, and bio (""Andrew From Turbolearn"", ""Creator: Andrew From Turbolearn"") consistently link the individual directly to the ""Turbolearn"" brand, indicating they work for or represent this specific company/service."
"7428262893243632938","armaan.t","armaan talreja 🖤","Creator: armaan talreja 🖤","False","","0.9","The username, display name, and bio all consist of a personal name (""armaan talreja"") and explicitly state ""Creator,"" indicating an individual rather than a brand. There are no brand-related keywords, company emails, product mentions, or partnership indicators."
"7478344544866618646","julianalexanderthies","TechToker","Creator: TechToker","True","TechToker","0.95","The creator uses ""TechToker"" as both their display name and explicitly in their bio (""Creator: TechToker""), indicating this is their self-established personal brand or content identity within the tech niche."
"7406054953799699744","studywpatty","patty","Creator: patty","False","","0.9","Username ""studywpatty"" and bio ""Creator: patty"" strongly suggest a personal content creator focused on study content. There are no indicators of external brand representation, company names, emails, or official branding in the provided profile information."
"7517661758014704909","ellharve","Ellie","Creator: Ellie","False","","0.9","The username, display name, and bio are all generic and personal (""Creator: Ellie""), with no indication of brand affiliation, business keywords, or product promotion."
"7205704522923035950","aidaddy.com","AI Daddy","Creator: AI Daddy","True","AI Daddy","0.95","The username `aidaddy.com` includes a .com domain, strongly indicating a brand or website. The display name ""AI Daddy"" and the bio reinforce this as the brand name being represented."
"7508280262875188498","tarabytesworld","Tarabyte","Creator: Tarabyte","False","","0.9","The bio explicitly states ""Creator: Tarabyte,"" indicating a personal identity or persona rather than a corporate brand. There are no business keywords, company emails, or brand promotion language to suggest brand representation."
"7157306156396956974","thepaintedsquid","Paintedsquid TTRPG","Creator: Paintedsquid TTRPG","True","Paintedsquid TTRPG","0.9","The consistent use of ""Paintedsquid TTRPG"" across the display name and bio, matching the username, indicates a self-branded entity or a personal brand that the creator represents. This structured naming suggests an intentional brand identity for their TTRPG content."
"7248500577045368069","nicxshoppp","Nicx’s Shop 🦋🛍️","Creator: Nicx’s Shop 🦋🛍️","True","Nicx’s Shop","0.95","The username, display name, and bio all explicitly state ""Nicx's Shop"", indicating the creator is representing or is the official account for a shop/business."
"7472432264585006357","honeynbutterflyplanner","Honeynbutterfly","Creator: Honeynbutterfly","True","Honeynbutterfly","0.9","The creator's username ""honeynbutterflyplanner"" combines their display name with a specific product category (""planner""), strongly indicating that ""Honeynbutterfly"" is a personal brand or small business that creates or promotes planner-related products. The consistent naming across username, display name, and bio reinforces this self-titled brand identity."
"7503942456157801771","writech_pens","writech_pens","Creator: writech_pens","True","writech_pens","0.95","The username, display name, and bio all consistently use ""writech_pens,"" which strongly indicates this is an official brand account for a company selling pens under that name."
"7442054904220486958","thee_sapphire","💠𝓢𝓪𝓹𝓹𝓱𝓲𝓻𝓮💠","Creator: 💠𝓢𝓪𝓹𝓹𝓱𝓲𝓻𝓮💠","False","","0.95","The bio explicitly states ""Creator: 💠𝓢𝓪𝓹𝓹𝓱𝓲𝓻𝓮💠"", indicating a personal content creator. There are no business keywords, company names, product promotions, or brand affiliations present in the provided profile details."
"7273649227970972974","studybunnymedia","StudyBunnyMedia","Creator: StudyBunnyMedia","True","StudyBunnyMedia","0.9","The username, display name, and bio consistently identify ""StudyBunnyMedia"" as the creator entity. The inclusion of ""Media"" in the name strongly indicates it is a business or agency rather than an individual, making it a brand."
"7347732369706618117","madampreciousnkosi","The Fun Christian Influencer🩷","Creator: The Fun Christian Influencer🩷","False","","0.9","The display name and bio describe the creator's personal niche/identity (""The Fun Christian Influencer""), not an external company or brand they represent or work for. There are no indicators like company names, emails, or explicit partnership mentions."
"7470320386861714719","kaitlynmikle","Kaitlyn Mikle","Creator: Kaitlyn Mikle","False","","0.9","The username, display name, and bio ""Creator: Kaitlyn Mikle"" all indicate this is a personal account for an individual creator. There are no indicators such as company emails, business keywords, or brand names suggesting they represent an external brand or company."
"7520447838745021751","itsbee.xo","Brenda M.","Creator: Brenda M.","False","","0.9","The bio ""Creator: Brenda M."" explicitly identifies the user as a personal content creator. The username ""itsbee.xo"" and display name ""Brenda M."" are personal and do not suggest any brand affiliation, product promotion, or company representation."
"7381781429270711557","nomuricee","𝜗𝜚⋆₊˚","Creator: 𝜗𝜚⋆₊˚","False","","0.9","The username, display name, and bio contain no brand names, company descriptions, business keywords, or promotional language. The bio explicitly uses ""Creator"" followed by aesthetic characters, suggesting a personal content creator rather than a brand representative."
"7500240218235145503","felixtherottie21","Rottie Mama","Creator: Rottie Mama","False","","0.9","The username, display name, and bio all suggest a personal account focused on a pet Rottweiler (""Felix the Rottie,"" ""Rottie Mama""). There are no business-related keywords, company names, product promotion language, or brand partnership mentions to indicate representation of a specific commercial brand. ""Rottie Mama"" appears to be a personal creator persona."
"7442378249553972482","andrenazare","Andre | Productivity","Creator: Andre | Productivity","False","","0.85","The display name and bio use ""Productivity"" to describe the creator's content niche or personal brand. There are no indicators of a specific company, corporate email, or product promotion."
"7260614549110361387","thebeautiquela","The Beautique La","Creator: The Beautique La","True","The Beautique La","0.95","The username, display name, and bio consistently refer to ""The Beautique La,"" which is structured and capitalized like a specific business or brand name. This strongly indicates the creator represents this specific brand."
"7482982993448029483","simplysalfinds","Simply Sal Finds | Sal Farzin","Creator: Simply Sal Finds | Sal Farzin","False","","0.0","Analysis failed"
"7459802563064384814","kaylieerenee","kaylie| tts+mom life🌷","Creator: kaylie| tts+mom life🌷","False","","0.9","The profile uses personal identifiers (""kaylie"", ""mom life"") and generic terms (""tts"", ""Creator"") in the display name and bio. There are no company emails, official brand names, product promotion language, or business keywords suggesting representation of a specific brand or company; it appears to be a personal content creator account."
"7459153658509413674","grantsdealz","GrantsDealz","Creator: GrantsDealz","True","GrantsDealz","0.85","The username and display name ""GrantsDealz"" strongly suggest a personal brand or business entity focused on providing or curating deals, indicating a commercial purpose rather than a purely personal content creator."
"7355855648946392353","mattjaxin","Jaxin","Creator: Jaxin","False","","0.95","The bio ""Creator: Jaxin"" indicates an individual content creator. There are no company emails, business-related keywords, product promotion language, or brand partnership mentions to suggest representation of a specific brand or company."
"7273097094368333058","phuonghocdi","Phương học đi","Creator: Phương học đi","False","","0.9","The username, display name, and bio are all self-referential (""Creator: Phương học đi"") and do not contain any typical indicators of a brand, such as company names, product promotion, business contact information, or official partnership mentions. It appears to be a personal creator account."
"7481681245655665951","gadgetglimpse","Gadget Glimpse","Creator: Gadget Glimpse","False","","0.9","The username, display name, and bio all indicate a content creator focused on gadgets, likely reviewing or showcasing them. There are no indicators like company emails, official brand links, or specific product promotion language that would suggest they represent an external brand or company. Their ""brand"" is their own content creator persona."
"7512895110581882143","countrymike33","Country Mike","Creator: Country Mike","False","","0.9","The bio ""Creator: Country Mike"" is self-referential and indicates a personal content creator identity. There are no business-related keywords, company emails, brand names, or promotional language to suggest they represent an external brand or company."
"7518028925994290487","madeleinsmomma","Kylie","Creator: Kylie","False","","0.95","The bio ""Creator: Kylie"" is generic and indicates a personal content creator. There are no brand names, company emails, product mentions, or business-related keywords to suggest representation of a specific brand or company."
"7427549915875773742","deliverdeals","Deliver Deals","Creator: Deliver Deals","True","Deliver Deals","0.9","The bio ""Creator: Deliver Deals"" directly identifies the account as the brand or entity ""Deliver Deals"", aligning with the username and display name."
"7498887693116411167","kelliesunshinesboutique","KELLIESUNSHINE☀️","Creator: KELLIESUNSHINE☀️","True","Kellie's Sunshine Boutique","0.95","The username ""kelliesunshinesboutique"" clearly uses the business-related keyword ""boutique,"" indicating it represents a specific retail brand or company."
"7446088587931733294","dealsanddoohickeys","Jenee Fligh","Creator: Jenee Fligh","False","","0.95","The username ""dealsanddoohickeys"" is a generic, whimsical phrase that does not identify a specific brand or company. The display name ""Jenee Fligh"" is a personal name, and the bio ""Creator: Jenee Fligh"" only identifies the individual behind the account, with no mention of a specific brand, company, or official affiliation. There are no other indicators like company emails, brand names, or product promotion language."
"7519363306025454879","khalleytally","Mrs.Tally","Creator: Mrs.Tally","False","","0.9","The username, display name, and bio (""Creator: Mrs.Tally"") all indicate a personal creator account. There are no company emails, official brand names, product promotion language, or business keywords that would suggest representation of a specific brand or company."
"7460201506860436766","taylorbatoria","Taylorbatoria","Creator: Taylorbatoria","False","","1.0","The username, display name, and bio are all personal and contain no keywords, contact information, or language suggesting representation of any brand or company. The bio simply states ""Creator: Taylorbatoria,"" reinforcing it as a personal identity."
"7135270888873692458","bossnursemedia","Debbie","Creator: Debbie","True","bossnursemedia","0.85","The username `bossnursemedia` contains the keyword ""media,"" strongly indicating that the account itself is a professional brand or business entity created by Debbie. It is not promoting an external brand, but rather operating as its own brand."
"7440618584579050794","the_original_brandi_mac","Brandi Mac 🇺🇸","Creator: Brandi Mac 🇺🇸","False","","0.95","The username, display name, and bio consistently refer to ""Brandi Mac"" as an individual creator, with no indicators of representing an external brand, company, or product."
"7517078186455223565","byhisgrazetn","By His Graze charcuterie","Creator: By His Graze charcuterie","True","By His Graze charcuterie","1.0","The display name and bio explicitly identify the creator as ""By His Graze charcuterie,"" indicating they represent a specific business providing charcuterie services. The username also aligns with the brand name."
"7443556030870506795","heyitsmooremel","🌸 It’s Mel 🌸","Creator: 🌸 It’s Mel 🌸","False","","0.9","The profile details (username, display name, and bio) consistently refer to ""It's Mel,"" indicating a personal creator identity rather than a specific commercial brand or company. There are no brand-related keywords, company emails, product promotions, or partnership mentions to suggest brand representation."
"7451607934016015647","karmykat","Karmykat|Creator","Creator: Karmykat|Creator","False","","0.9","The display name and bio clearly identify ""Karmykat"" as the creator themselves, emphasizing their role as a ""Creator."" There are no indicators such as company emails, external brand names, product promotion language, or partnership mentions that suggest they represent or work for a specific external brand or company. The profile appears to be for an individual content creator."
"7521147691615653151","painfreebeauty","Deb","Creator: Deb","True","painfreebeauty","0.8","The username ""painfreebeauty"" is a descriptive and niche-specific term, strongly indicating it functions as a brand name for a business, product line, or a specialized personal brand within the beauty industry."
"7490897069436128520","ttk.tony","TonyTTK","Creator: TonyTTK","False","","0.9","The username, display name, and bio all indicate a personal creator account with ""TonyTTK"" likely being a personal handle or brand for the individual. There are no signs of representing an external company, product, or service."
"7463052796489911560","saska.ae","SASKA Trading","Creator: SASKA Trading","True","SASKA Trading","1.0","The display name and bio explicitly state ""SASKA Trading"" and identify the creator as such, indicating it is an official account for the trading company."
"7495382080747031830","glich.stream","A Pragmatic Engineer 👨‍💻","Creator: A Pragmatic Engineer 👨‍💻","False","","0.8","The username, display name, and bio (""A Pragmatic Engineer"") strongly suggest a personal creator branding their professional identity, rather than representing an external company or product. No specific brand name, company email, or product promotion language is present."
"7390572016648162561","dalee_chea","ʚɞ Sodalee ᵕ̈ 🎀","Creator: ʚɞ Sodalee ᵕ̈ 🎀","False","","0.9","The display name and bio explicitly state ""Creator: ʚɞ Sodalee ᵕ̈ 🎀"", which indicates a personal content creator. There are no brand names, company emails, product promotion language, or business-related keywords to suggest representation of a specific brand or company."
"7345105667398585643","mscrystalmarie88","Ms.crystalmarie","Creator: Ms.crystalmarie","False","","0.9","The username, display name, and bio all indicate a personal creator account. There are no brand-specific keywords, company names, promotional language, or other indicators of brand representation."
"7511805041494199582","kenzie.pickles01","Kenzie.pickles01","Creator: Kenzie.pickles01","False","","0.9","The username, display name, and bio are all self-referential (""Creator: Kenzie.pickles01"") and do not contain any indicators such as company emails, business keywords, product promotion language, or brand partnership mentions that would suggest representation of an external brand or company."
"7479175189113212182","makelifesimpler_","Beatriz | MakeLifeSimpler","Creator: Beatriz | MakeLifeSimpler","False","","0.8","The profile identifies Beatriz as the ""Creator"" and ""MakeLifeSimpler"" appears to be her personal brand or content niche, rather than an external company she is representing or employed by. This structure is typical of independent content creators."
"7376295248651275566","_show_and_tell_","𝕊𝕙𝕠𝕨 𝔸𝕟𝕕 𝕋𝕖𝕝𝕝","Creator: 𝕊𝕙𝕠𝕨 𝔸𝕟𝕕 𝕋𝕖𝕝𝕝","False","","0.8","The username, display name, and bio are generic and lack any clear indicators of representing a specific commercial brand, product, or service. ""Show And Tell"" appears to be a personal content creator handle rather than a company name."
"7454298141215542558","anshivpanchal","Jigar Panchal","Creator: Jigar Panchal","False","","0.9","The username, display name, and bio all indicate a personal account for Jigar Panchal. There are no brand names, company emails, product promotion, or business keywords to suggest brand representation."
"7350696180667501829","kate.gwyneth","@kategwyneth_ on ig","Creator: @kategwyneth_ on ig","False","","0.9","The profile uses a personal name (kate.gwyneth) for the username and display name. The bio identifies them as a ""Creator,"" which typically refers to a content creator, not a brand representative. There are no company names, brand keywords, product mentions, or partnership indicators."
"7505312415966334215","kilonotesapp","Create with kilonotes | Sophia","Creator: Create with kilonotes | Sophia","True","kilonotes","0.95","The username `kilonotesapp` combined with the display name and bio ""Create with kilonotes"" clearly indicates this account represents and promotes the ""kilonotes"" app/service. ""Sophia"" likely refers to an individual creator associated with the brand."
"7456597079499214126","loricichanowicz","Darkness of the Twilightmoon","Creator: Darkness of the Twilightmoon","False","","0.9","The display name ""Darkness of the Twilightmoon"" appears to be a personal online handle or persona rather than a brand name. The bio simply states ""Creator: Darkness of the Twilightmoon,"" reinforcing it as a personal identity. There are no indicators such as company emails, business keywords, product promotion, or brand partnership mentions to suggest representation of a specific company or brand."
"7465400330163899681","gadgetsboy","Gadgetsboy - Tech Vids","Creator: Gadgetsboy - Tech Vids","False","","0.85","The profile name ""Gadgetsboy"" and ""Tech Vids"" indicate a personal content creator focused on technology. There are no explicit mentions of a specific company, official brand names, company emails, or language suggesting they are an official representative or account for a single brand. It appears to be a creator's personal handle rather than an official brand account."
"7471573617659170078","glitznglam.chardye","✨️Glitz N Glam By Day✨️","Creator: ✨️Glitz N Glam By Day✨️","True","Glitz N Glam By Day","0.9","The creator consistently uses ""Glitz N Glam By Day"" across their username, display name, and bio. This consistent branding and the nature of the name (suggesting a beauty, fashion, or event-related service) indicate it is a self-created brand or business they represent. The bio explicitly states ""Creator: Glitz N Glam By Day,"" reinforcing this identity."
"7455412584452328747","baileycisneros8","Bailey cisneros","Creator: Bailey cisneros","False","","0.95","The username, display name, and bio all consist of a personal name (""Bailey cisneros"") and the designation ""Creator,"" with no indicators of brand representation such as company emails, business keywords, product promotion language, or brand partnership mentions."
"7521828523208674590","skyla93","Skyla🥀","Creator: Skyla🥀","False","","1.0","The profile uses a personal name and a generic ""Creator"" title, with no mention of products, services, company names, or brand-related keywords. There are no indicators of brand representation."
